Cluster,Rank,COG,Description,log2_fold_enrichment,Prevalence_in_cluster,Prevalence_in_other_clusters,Mean_per_1000_genes_in_cluster,Mean_per_1000_genes_in_other_clusters
3,31,COG3630,sodium ion export across plasma membrane,4.603074336018029,0.7149587750294503,0.025555290183902547,0.43062141875915205,0.01675986010647393
3,32,COG1347,"NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol",4.602458154734509,0.7090694935217942,0.038930021495103946,0.4006755779364732,0.015534743754318469
3,33,COG4623,Transglycosylase SLT domain,4.55109104591887,0.6808009422850448,0.04967757344160514,0.43342441791564046,0.017531019371931703
3,34,COG2869,"NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol",4.537159604029275,0.6065959952885779,0.03725818008120376,0.3309594854320839,0.013297626469785054
3,35,COG0724,RNA recognition motif,4.506586147433202,0.35571260306242775,0.020539765942202064,0.26356851736780496,0.010639130969948275
3,36,COG3701,Conjugative transposon TraK protein,4.482927069578585,0.2862190812720857,0.016479579651301673,0.23089897395492517,0.009370586321450311
3,37,COG2209,"NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol",4.436499589637178,0.7208480565371064,0.039407690470504,0.38122008554342024,0.016652005460610093
3,38,COG4412,M6 family metalloprotease domain protein,4.336453115879712,0.5029446407538304,0.051110580367805296,0.6979325302306022,0.03359654990617177
3,39,COG3193,SusD family,4.226662905497841,0.5971731448763281,0.0773823740148082,0.6825808576653014,0.03551216426061135
3,40,COG3876,Protein of unknown function (DUF1343),4.1915539174367185,0.5795053003533598,0.04203486983520429,0.41826311502831065,0.02194579974928799
3,41,COG1572,Pentaxin family,4.102576274042774,0.6819787985865761,0.07714353952710817,1.1998483246502758,0.06890200592095443
3,42,COG4772,TonB dependent receptor,4.053436428516984,0.7043580683156693,0.05158824934320535,0.6228861016822952,0.03657503211570672
3,43,COG3696,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,4.017820504888226,0.6383981154299209,0.04800573202770495,0.43384331376375446,0.02584406659205432
3,44,COG3401,cell wall organization,4.013962511350439,0.17550058892815087,0.01767375208980179,0.18954648424786263,0.010794453504605213
3,45,COG3537,Glycosyl hydrolase family 92,4.003350319547229,0.7974087161366358,0.17721518987341622,1.8005388510510938,0.11133500345361623
3,46,COG0467,COG NOG25714 non supervised orthologous group,3.98090757043538,0.3698468786808024,0.026032959159302593,0.26185088687230973,0.01564703367347405
3,47,COG4775,Surface antigen,3.978752914681059,0.9905771495877561,0.1805588727012164,1.8245481714278133,0.11478953895302157
3,48,COG4680,"HigB_toxin, RelE-like toxic component of a toxin-antitoxin system",3.9768031339442684,0.16843345111896355,0.013852400286601407,0.08278119551589704,0.004321199272906943
3,49,COG0023,Translation initiation factor SUI1,3.9396557465962103,0.5759717314487661,0.0475280630523049,0.2882926693520323,0.017853104574986674
3,50,COG3577,COG NOG31314 non supervised orthologous group,3.924802193945781,0.32744405182567843,0.030093145450202984,0.2125429773645636,0.013060543431901118
4,1,COG5468,Lipopolysaccharide-assembly,6.532346583484511,0.14202898550724644,0.002131741632914091,0.13892564341089864,0.000511698036102117
4,2,COG4765,protein conserved in bacteria,6.449408093671366,0.14202898550724644,0.002558089959496909,0.14013581519463827,0.0006149978391617936
4,3,COG3820,protein conserved in bacteria,6.42891425885683,0.13913043478260875,0.002558089959496909,0.13814511916415445,0.0006149978391617936
4,4,COG3814,Stringent starvation protein B,6.356132777871041,0.14202898550724644,0.002558089959496909,0.13914516656417866,0.0007107695100671894
4,5,COG5352,GcrA cell cycle regulator,6.165913455213834,0.13623188405797107,0.002131741632914091,0.12843784138095965,0.0008027535562862431
4,6,COG4321,protein related to arylsulfate sulfotransferase involved in siderophore biosynthesis,6.145728448948901,0.1333333333333334,0.006608399062033681,0.2124592161943837,0.00201485411526322
4,7,COG3750,Uncharacterized protein conserved in bacteria (DUF2312),6.002461758799758,0.1478260869565218,0.003410786612662545,0.16134329593083133,0.00153228931007488
4,8,COG1424,Catalyzes the transformation of pimelate into pimeloyl- CoA with concomitant hydrolysis of ATP to AMP,5.356511604601502,0.2608695652173914,0.007887444041782135,0.1785461149577459,0.003382332717016228
4,9,COG4752,SAM-dependent RNA methyltransferase,5.3197800134730535,0.42318840579710165,0.010658708164570464,0.2935826170299556,0.0063755389640011385
4,10,COG5375,"Lipopolysaccharide-assembly, LptC-related",5.306760809691485,0.12173913043478267,0.004689831592411,0.1149048944644939,0.0019282462266805294
4,11,COG1865,Adenosylcobinamide amidohydrolase,4.696763365157924,0.28405797101449287,0.01939884885951824,0.2342067913865365,0.00806949701085666
4,12,COG4542,GHMP kinases N terminal domain,4.68911388178153,0.30724637681159433,0.01961202302280965,0.19032159932971807,0.006416518274003509
4,13,COG3736,VirB8 protein,4.61670402789692,0.1333333333333334,0.015774888083564302,0.23462898382605582,0.008604224801234949
